gene	TS001	TS002	TS003	TS004	TS005	TS006	TS007	TS008	TS009	TS010	TS011	TS012	TS003-2
FGFR1	478	974	936	1174	1038	1741	1239	1851	1268	2067	1721	1450	928
CXCL1	1	4	2	1	1	2	1	20	2	5	0	2	3
CXCL3	1	4	6	14	2	11	1	94	17	12	3	5	5
CXCL2	4	4	12	20	2	25	3	261	23	25	10	9	20
CXCL5	10	7	12	10	1	12	2	1	0	0	3	1	8
CXCL6	7	1	7	5	0	1	0	1	0	0	0	0	5
CXCL9	14	82	68	45	7	83	9	6	19	18	1	0	86
DPH3P1	7	28	24	12	10	31	11	12	15	18	21	9	20
AP2S1	430	336	411	373	298	346	411	328	285	565	477	435	380
DCTD	174	349	319	444	398	465	447	423	352	592	494	518	291
SLCO4C1	17	53	35	24	3	48	2	1	1	2	13	4	47
ALDH16A1	142	138	248	243	175	342	174	173	177	236	260	224	225
THRSP	3	0	0	0	2	2	1	0	0	1	2	0	0
GCKR	23	71	26	28	4	13	0	9	2	5	2	6	36
NAA16	244	436	434	356	187	410	240	220	159	282	227	206	445
UBE2H	835	1432	2015	1868	1922	1525	2234	2385	1604	3825	2546	2304	2129
UBE2K	417	608	576	606	506	697	537	585	432	769	599	515	644
NAA10	102	104	111	139	142	188	151	134	119	147	162	156	101
NAA11	75	180	150	110	1	114	0	0	0	1	0	0	131
UBE2A	260	414	457	461	396	589	403	519	372	500	518	479	475
UBE2C	83	156	81	73	0	90	0	3	4	2	2	4	93
UBE2F	266	271	339	302	147	436	242	256	185	397	308	261	389
UBE2Z	599	968	1212	1063	771	1229	781	815	584	1112	1017	897	1216
UBE2S	656	815	453	257	55	412	69	85	55	145	72	89	410
UBE2U	140	275	135	98	0	46	0	1	1	1	2	1	147
UBE2T	130	201	113	96	7	141	10	2	7	13	17	4	131
UBE2W	281	397	575	449	320	480	453	535	326	680	560	430	559
PTGFR	28	25	21	36	19	111	5	24	11	32	12	41	34
LIPT2	57	178	83	85	25	85	24	24	15	43	25	32	88
LIPT1	100	153	127	160	77	121	60	69	45	61	72	62	122
PDE3A	28	35	60	48	22	89	12	92	34	17	20	23	62
PDE3B	372	715	628	493	307	530	610	258	134	641	394	354	695
LFNG	82	116	97	250	400	193	232	289	113	260	291	531	106
NDUFA6	363	389	323	366	206	423	249	214	172	363	271	266	311
NDUFA7	157	168	162	118	96	180	115	133	76	172	116	104	133
NDUFA4	205	348	405	536	375	472	499	483	382	797	529	550	422
NDUFA5	339	402	553	480	367	484	563	561	421	910	649	530	572
NDUFA2	619	679	442	392	189	437	242	236	187	294	275	264	464
NDUFA3	297	288	168	188	62	139	58	64	73	115	90	68	153
NDUFA1	251	200	246	328	290	328	347	289	230	485	394	382	266
NDUFA8	969	880	547	519	167	562	211	156	158	330	243	202	578
NDUFA9	174	242	190	188	85	177	135	115	109	147	132	147	239
ASMT	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5A	140	248	237	301	313	201	164	165	160	331	225	237	223
BIRC8	235	418	143	137	1	103	0	1	1	0	1	0	155
BIRC7	6	3	3	1	0	7	1	1	1	1	3	0	2
EIF1	2754	3117	3448	3295	1831	3961	2174	2782	1919	3056	2979	2566	3439
BIRC5	709	637	579	384	2	619	4	6	4	5	3	5	581
BIRC3	110	174	288	212	174	220	259	301	232	505	308	242	321
BIRC2	523	644	777	793	558	826	558	675	389	818	714	554	888
EIF6	558	968	720	702	372	753	428	430	355	643	539	384	678
ANKRD16	62	211	160	135	53	194	72	159	66	88	113	97	178
ANKRD17	266	747	1157	988	1000	1046	1044	1053	681	1634	1193	955	1200
ANKRD12	595	1129	1166	690	317	928	329	391	227	384	448	360	1252
ANKRD10	307	494	478	709	703	775	592	699	567	707	586	821	498
NT5C3	113	99	127	113	102	190	138	164	105	203	168	135	149
NT5C2	504	1141	1280	1009	1053	1173	1488	954	777	1759	1144	1207	1292
MEA1	1784	2924	1290	1313	222	1124	250	243	204	393	276	322	1317
TCEB3C	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-11	0	0	0	1	0	0	0	0	0	0	0	0	1
KRTAP4-12	0	1	0	0	0	0	0	0	0	0	0	0	0
CRIM1	207	423	747	746	645	770	839	979	680	1402	1014	754	875
TRAT1	4	9	4	0	2	2	0	0	1	1	1	1	2
HIBADH	283	425	579	637	450	738	615	501	332	1057	738	565	589
ADGB	141	406	180	132	0	129	1	2	1	1	1	1	194
SUSD4	56	132	141	165	111	157	46	59	126	78	86	211	148
SYCE2	349	405	256	204	11	322	11	9	8	10	9	8	291
SUSD2	44	162	116	118	15	137	8	15	3	4	5	6	107
SUSD3	598	729	1350	1136	1513	929	1881	1655	1277	3248	2125	1819	1367
SUSD1	52	93	162	170	193	145	257	232	176	414	280	287	169
SLC26A10	18	51	27	76	59	77	28	43	39	32	56	83	21
SLC26A11	51	91	104	160	131	182	98	130	95	121	125	155	114
FAM221A	101	157	205	154	74	214	229	265	125	211	142	101	211
FAM221B	248	478	218	194	3	75	4	3	1	1	3	0	190
CWC15	839	888	604	503	153	603	186	194	158	254	283	193	660
OTUD6B	93	118	272	215	252	195	351	343	223	585	340	277	299
OTUD6A	28	99	121	65	0	184	0	1	0	0	2	0	123
INADL	116	193	216	256	140	201	141	166	112	225	191	140	231
F8A1	2	14	18	23	16	31	42	30	25	62	51	23	19
F8A3	0	0	0	0	0	0	0	0	0	0	0	0	0
F8A2	0	0	0	0	0	0	0	0	0	0	0	0	0
FMN1	320	1093	726	509	19	530	9	17	9	13	8	13	769
FMN2	29	79	107	87	90	52	115	75	89	181	130	106	116
SPRR1A	0	0	0	0	1	1	0	0	1	0	0	0	1
SPRR1B	0	0	0	1	0	1	0	0	1	0	0	0	0
PPAN-P2RY11	0	0	0	0	0	0	0	0	0	0	0	0	0
HAUS8	176	222	140	122	21	152	26	29	18	24	37	36	146
HAUS6	335	528	494	333	107	416	123	130	82	152	144	125	546
HAUS7	100	128	100	188	84	222	69	89	105	79	94	94	91
HAUS4	215	293	172	130	43	306	16	36	58	53	41	63	188
HAUS5	333	526	538	352	122	612	116	149	112	145	163	126	535
HAUS2	167	218	242	216	156	287	178	176	114	265	203	183	251
HAUS3	215	266	386	301	273	394	355	382	250	429	398	267	447
HAUS1	117	126	102	102	26	140	21	39	27	35	39	42	94
SLC5A12	2	4	12	4	0	5	0	1	1	0	1	1	7
SLC5A10	8	15	11	9	0	6	1	0	1	2	4	1	11
MYD88	106	223	191	261	192	263	141	198	200	269	265	250	197
HIST1H2BD	17	62	40	31	12	16	22	10	20	41	29	9	22
HIST1H2BE	3	0	1	0	0	1	1	0	2	0	2	1	3
HIST1H2BF	0	4	2	1	1	0	3	5	1	0	1	0	0
HIST1H2BG	1	3	0	1	3	3	15	19	12	11	7	1	1
HIST1H2BA	24	52	22	12	0	16	0	0	0	0	0	0	11
HIST1H2BB	4	8	3	0	2	0	0	0	0	1	0	0	4
HIST1H2BC	13	24	13	12	20	11	19	15	2	33	22	12	19
HIST1H2BL	1	1	0	0	0	1	3	3	0	2	3	0	1
HIST1H2BM	0	2	0	0	0	3	0	0	1	0	0	0	0
HIST1H2BO	0	1	1	1	0	0	0	0	0	0	1	0	0
HIST1H2BH	0	0	5	1	0	1	5	5	2	6	7	4	0
HIST1H2BI	0	3	1	0	0	0	0	0	0	0	1	1	2
HIST1H2BJ	30	70	43	36	6	41	13	10	7	15	7	7	37
HIST1H2BK	137	234	266	326	454	314	726	500	287	929	643	504	309
TNFAIP8	36	41	48	54	23	85	3	32	20	11	14	21	57
TNFAIP6	139	184	115	83	18	22	9	13	3	8	11	22	119
TNFAIP1	232	473	763	735	791	639	899	780	541	1554	1032	997	827
TNFAIP3	113	307	291	500	319	385	306	1330	297	522	292	356	328
TNFAIP2	321	1017	597	934	376	979	163	449	325	268	325	710	588
RNPC3	66	80	110	117	114	128	127	138	87	149	174	98	139
DTX3L	62	139	128	209	158	196	119	142	125	184	122	208	130
SDCBP	429	392	578	882	1076	1024	957	1230	636	1305	1076	1159	664
LMBR1	432	646	1194	1002	1077	784	1527	1251	852	2399	1745	1407	1286
DEFB106A	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0	0	0	0	0	0	0	0
COL26A1	24	36	33	26	3	31	3	3	4	5	2	1	22
OR13D1	0	3	1	0	0	0	0	1	1	1	1	0	2
ARL17B	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL17A	5	18	19	11	17	20	17	20	21	14	38	11	16
SHPK	57	158	218	214	152	205	281	228	194	394	274	250	217
ANKRD34A	4	11	15	10	7	11	9	10	11	14	10	4	18
ANKRD34C	3	5	4	2	1	6	0	1	1	0	0	4	3
ANKRD34B	0	9	7	4	0	2	1	0	1	0	0	0	9
TOMM70A	614	752	769	662	378	849	394	385	278	631	506	432	835
NXT2	315	583	863	628	662	620	827	798	441	1286	1120	802	1081
NXT1	186	206	204	193	102	284	110	100	81	141	162	118	207
CSE1L	1790	2336	2188	1750	358	2181	293	343	242	472	443	389	2457
RFPL2	1	4	5	23	0	11	0	2	0	0	0	2	6
CRADD	188	227	138	121	64	147	56	63	61	108	89	82	114
DNASE2	57	68	84	157	147	144	134	145	173	229	162	153	89
SYNDIG1L	3	9	4	2	1	8	0	0	0	3	2	4	1
ALS2CR8	220	506	511	347	182	328	176	193	131	185	199	70	516
ZNF324B	35	68	91	54	30	90	12	20	20	32	30	28	81
GFI1	18	36	38	33	9	55	12	15	11	14	11	9	40
UNC45A	467	625	429	534	353	622	296	362	410	544	542	444	419
UNC45B	35	73	32	21	0	19	0	2	4	1	1	0	26
ESPN	1000	1591	3207	2084	2130	1232	4672	4363	3395	6278	4396	3551	2886
VPS8	216	454	498	389	257	490	259	281	225	357	283	228	566
OR12D2	0	1	2	0	0	0	0	0	1	0	0	1	3
OR12D3	0	0	0	0	0	1	1	0	0	0	0	0	0
TYW1	80	135	162	131	82	161	84	103	67	140	113	92	186
SLC9C2	154	237	193	186	86	218	104	120	69	187	165	109	220
BRS3	2	2	4	4	1	10	2	0	0	1	0	2	7
SLC9C1	214	342	141	170	6	77	4	9	7	8	10	3	203
ARHGEF10	596	1168	1649	1419	1487	1189	1775	1919	1452	2964	2159	1563	1657
ARHGEF11	456	1666	2006	1509	935	1763	1160	1250	983	1753	1461	1171	1990
ARHGEF12	243	543	858	881	983	1068	981	1039	724	1505	1107	917	937
ARHGEF15	36	71	64	112	78	222	47	148	165	65	64	72	74
ARHGEF16	60	114	103	156	165	208	28	163	91	229	78	130	97
ARHGEF18	196	515	512	469	396	470	465	434	324	783	495	487	524
ARHGEF19	49	73	42	49	33	117	14	16	14	15	24	27	51
NEUROD4	6	21	8	3	2	4	0	1	0	0	0	1	6
D2HGDH	143	264	250	341	196	344	192	231	211	294	337	360	212
MITD1	44	44	62	73	62	102	60	47	45	72	63	65	59
PAIP2B	108	125	108	66	33	87	13	19	29	28	36	30	98
SERF1A	0	0	0	0	0	0	0	0	0	0	0	0	0
SERF1B	0	0	0	0	0	0	0	0	0	0	0	0	0
HINFP	238	333	353	287	148	384	179	195	138	199	199	152	361
GPLD1	38	117	101	105	35	117	33	35	44	36	38	42	115
OR2W3	5	19	14	10	3	15	3	4	1	6	7	3	10
OR2W1	1	1	1	1	0	1	0	1	0	0	0	0	1
OR2W5	0	0	0	0	0	0	1	0	0	0	0	0	1
C1orf162	38	52	31	64	43	66	13	40	27	31	22	39	37
SLC39A8	42	93	77	66	17	95	30	45	38	64	83	59	91
SLC39A9	331	484	670	711	692	679	779	684	513	1229	851	742	700
HIST2H3D	0	0	1	1	1	0	2	0	4	1	0	0	2
HIST2H3C	0	0	0	0	0	0	0	0	0	0	0	0	0
HIST2H3A	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A1	323	507	567	604	650	680	746	674	553	1133	954	953	555
SLC39A2	1	1	1	3	0	0	1	1	1	0	0	0	1
SLC39A3	1162	1653	1084	787	222	807	267	207	173	412	303	281	976
SLC39A4	84	110	123	109	49	122	59	62	61	85	48	66	107
SLC39A5	1	6	0	3	2	1	3	2	1	1	1	3	2
SLC39A6	399	456	627	583	499	913	582	545	522	1459	778	794	755
SLC39A7	602	865	1155	1187	1151	1111	1347	1358	1030	2059	1709	1426	1078
PSIP1	1118	1520	1304	1335	533	1737	420	607	400	627	647	560	1466
MTHFD1L	140	203	323	262	241	281	326	369	240	527	366	348	321
TRIM77	0	0	0	0	0	0	1	0	0	1	0	1	0
RET	65	119	109	102	9	141	27	29	30	69	60	43	138
TRIM74	0	0	0	0	0	0	0	0	0	0	0	0	0
REN	8	8	4	6	2	2	5	2	0	1	3	1	8
REL	4	27	64	31	29	55	23	34	13	65	54	22	63
TRIM73	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP4K4	942	1752	2544	1997	1625	2441	1799	1974	1165	2993	2424	1905	2713
TP53TG3D	17	80	74	36	7	87	8	20	11	8	14	14	92
TP53TG3B	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53TG3C	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H3	256	920	594	435	122	559	132	140	113	205	190	203	578
SCAF4	315	853	741	635	356	809	422	504	362	659	541	462	839
SCAF1	783	1767	1244	1097	613	1139	772	692	637	1236	950	865	1144
KIR2DL5B	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAF8	565	952	1127	860	434	938	509	503	349	678	650	447	1206
TMEM63A	50	128	81	203	243	294	155	183	216	214	247	263	119
TMEM63C	159	692	512	312	255	197	531	384	292	622	368	274	513
TMEM63B	547	591	1299	950	881	845	1259	1024	832	1722	1350	1183	1267
RBM7	151	230	200	166	103	189	108	111	84	169	170	136	216
RBM6	798	1384	1469	2069	2009	1880	2072	2499	1592	2216	2418	1935	1502
RBM5	1190	1536	1650	1904	1587	1945	1562	2051	1493	2045	1997	1654	1675
RBM4	167	390	346	395	239	452	248	304	257	379	365	307	328
RBM3	841	1214	1450	1590	1405	1799	1696	1634	1239	1827	2049	1848	1535
OR51D1	0	1	0	0	0	1	1	0	0	0	0	0	0
CAT	106	126	182	288	310	316	182	304	246	330	266	296	180
ACTBL2	5	8	3	0	0	3	0	0	0	0	0	0	1
CAD	181	629	963	781	743	789	760	915	622	1464	965	852	888
LOC729020	15	23	21	17	15	19	18	15	14	25	22	13	23
COA5	262	316	295	329	223	360	239	271	206	313	328	304	324
COA4	232	283	229	212	165	272	129	163	134	251	220	202	279
COA1	128	153	190	184	170	251	164	150	109	230	210	148	203
COA3	157	153	166	190	162	242	186	159	163	237	225	218	177
SEPSECS	199	304	413	356	212	348	302	339	203	354	322	212	461
ARSD	121	215	419	420	410	320	770	605	372	892	673	542	417
ARSE	6	1	5	7	22	9	12	18	3	20	4	4	6
CA9	126	162	92	79	0	34	2	0	0	2	0	3	108
CA8	100	152	248	134	41	125	44	82	134	229	121	58	253
ARSA	918	1509	875	846	266	848	305	313	253	364	333	351	891
ARSB	76	112	117	105	47	143	68	102	47	89	94	90	105
HEXA	351	656	677	719	742	686	848	843	588	1294	1022	951	683
OGT	353	600	1070	1309	1408	1648	1570	1906	1594	2281	1809	1788	1143
CA1	2	2	0	0	1	1	1	0	0	0	0	0	1
HEXB	138	149	163	356	348	356	346	495	354	850	604	559	178
CA7	11	14	13	14	4	13	3	2	3	7	5	1	18
ARSI	8	11	7	10	8	14	3	7	1	4	2	6	12
ARSJ	5	7	3	11	12	11	4	6	11	10	7	10	7
ARSK	24	34	51	62	78	50	62	80	51	88	68	72	61
OGN	106	126	126	817	535	631	234	654	481	525	329	590	142
UFC1	431	611	444	494	266	515	304	309	298	524	421	338	472
MKX	16	17	12	21	9	37	10	23	16	19	11	10	16
FBLN2	1174	2759	3209	4112	3833	3964	6252	6282	4190	5999	5196	3401	3125
FBLN1	351	572	438	371	76	926	53	248	397	132	59	183	476
FBLN7	6	8	10	25	8	45	4	16	14	10	9	8	11
AKIP1	87	187	145	213	96	190	156	129	101	200	127	152	150
FBLN5	342	679	291	1112	589	1322	476	828	1563	1285	777	782	312
NDUFC2-KCTD14	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf74	360	447	255	339	153	216	150	166	133	219	96	104	288
CYLD	705	1057	963	655	215	842	188	240	178	250	238	280	970
HCRTR1	0	1	1	0	0	1	1	0	0	0	0	0	1
HCRTR2	2	4	3	9	4	9	0	5	5	4	5	4	4
PAPL	1	1	0	0	0	0	1	0	1	0	0	0	1
ZNF185	62	144	152	142	44	353	31	41	32	64	33	49	136
ZNF184	230	406	318	260	62	251	41	59	30	74	71	57	364
ZNF181	73	100	138	121	109	140	78	124	84	125	113	113	140
ZNF180	65	119	70	87	52	91	38	53	51	65	69	66	89
ZNF182	61	113	119	162	118	169	83	155	101	159	141	151	112
ZNF189	250	349	583	590	855	617	884	860	610	1286	803	773	713
ALYREF	880	834	736	553	92	753	112	106	87	144	121	127	710
SEMA5B	10	19	14	9	19	50	6	45	32	29	30	32	22
SEMA5A	68	161	94	162	112	105	58	120	56	94	42	100	80
LYNX1	100	305	177	323	244	334	88	222	221	206	229	299	161
SCN5A	12	27	37	24	0	29	1	7	5	2	6	4	33
MOAP1	153	299	424	380	313	327	408	664	277	518	482	466	432
ZNF239	168	490	195	133	45	100	56	72	31	76	64	57	196
ZNF236	226	520	677	547	253	682	263	270	158	268	273	218	804
ZNF235	51	92	104	83	56	97	40	70	39	72	57	57	110
ZNF234	45	98	99	99	110	107	173	122	85	92	102	82	119
ZNF233	201	741	359	205	23	152	27	26	20	16	28	17	441
ZNF232	135	305	199	151	25	225	16	32	32	67	99	29	188
ZNF230	65	90	66	55	38	80	17	40	28	32	30	29	75
MRE11A	68	196	240	178	98	232	118	165	105	153	150	105	281
ISPD	29	40	33	20	11	33	19	16	11	26	25	12	30
TRAM1	761	1380	1294	1445	961	1494	1172	1038	747	1437	1310	1247	1375
TRAM2	504	1297	884	945	640	1038	437	529	491	771	613	678	937
KCNRG	31	53	42	27	4	26	13	10	7	6	6	7	44
TGFB1	100	184	108	261	179	305	163	237	273	278	106	165	101
TGFB2	45	66	25	80	32	102	28	61	52	44	46	53	31
TGFB3	42	139	85	232	233	318	117	266	238	158	184	291	83
C17orf99	1	1	0	1	1	3	0	0	0	0	3	2	0
C17orf98	74	87	57	38	2	25	1	5	1	0	0	0	55
LOC100288255	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf97	741	1532	555	597	55	453	26	17	18	34	62	27	631
C17orf96	347	506	477	329	28	485	37	57	23	83	67	44	488
LOH12CR1	108	105	92	96	57	113	70	64	42	118	85	42	126
TMEM132E	20	188	59	48	4	67	5	7	8	8	9	6	66
TMEM132D	24	87	42	31	0	15	1	0	2	1	4	2	30
LPHN3	107	327	402	295	272	61	415	234	49	505	271	331	388
LPHN2	95	115	129	200	148	304	113	169	134	116	201	185	145
LPHN1	395	779	675	677	234	838	477	383	295	579	270	394	637
TMEM132A	124	184	233	272	319	234	670	512	333	592	676	517	216
OR5F1	2	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132C	32	88	30	140	150	141	80	83	126	85	108	127	38
VAMP1	63	294	220	310	159	303	182	417	296	322	264	286	242
VAMP2	700	1124	1701	1719	1276	1664	2052	2032	1494	2454	2033	2067	1665
VAMP5	38	44	34	82	48	125	30	62	92	55	56	73	27
VAMP4	310	502	612	578	355	586	476	550	375	840	588	489	653
VAMP7	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBI	37	64	46	103	159	208	49	154	114	59	63	209	43
TAPT1	497	854	705	641	333	655	366	320	262	547	445	392	737
PECAM1	16	70	49	132	88	304	66	148	133	49	46	85	35
VRK1	332	428	381	251	35	373	42	64	41	67	88	52	403
VRK3	1250	1826	1170	1289	144	941	135	160	117	246	193	173	1255
VRK2	72	129	88	93	42	139	57	54	33	80	71	47	113
CRYL1	68	56	45	96	61	102	44	69	72	86	84	104	45
NR2C2	294	939	1186	948	861	1144	1373	1207	721	1317	1159	835	1263
TNIP3	4	6	2	13	0	6	1	0	0	0	0	0	2
NR2C1	357	512	556	538	322	634	484	517	380	536	484	482	552
FRA10AC1	232	216	258	233	137	249	166	191	106	192	143	180	240
MAU2	494	1533	1464	1400	707	1399	663	757	721	1053	986	864	1531
FAM184A	372	706	443	301	54	368	72	60	48	105	90	75	523
FAM184B	27	29	51	62	38	53	54	65	51	82	70	56	49
SLC23A1	3	5	5	13	10	11	5	8	5	8	9	3	7
HSPH1	1923	2373	2263	1859	444	2178	459	473	333	924	573	494	2523
LIM2	2	1	2	1	1	1	0	0	0	0	0	0	2
SLC23A3	0	3	3	5	5	11	1	3	4	1	8	1	2
PLEKHB1	220	493	493	522	828	266	878	902	361	1017	874	811	422
PLEKHB2	930	1526	2003	1580	1006	1680	1209	1278	869	2128	1415	1228	2097
SEC13	429	677	539	491	336	670	344	379	346	559	554	444	606
GIMAP8	30	38	70	140	128	309	107	205	192	76	91	118	72
GIMAP4	10	20	37	76	89	156	43	98	108	52	53	78	37
GIMAP5	0	1	0	1	2	4	0	2	5	0	3	1	0
GIMAP6	15	36	65	120	147	299	80	205	234	93	104	138	78
GIMAP7	20	17	27	48	59	118	24	73	53	26	37	58	35
GIMAP1	18	26	25	41	38	93	36	63	60	24	24	42	29
GIMAP2	6	6	6	40	42	48	7	27	25	17	16	33	6
JMJD7-PLA2G4B	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP19	148	419	184	184	18	304	14	17	13	17	18	25	197
MYOM3	195	247	761	351	1006	351	921	1081	471	1102	1051	955	775
MYOM2	225	262	226	195	88	279	61	39	24	79	83	34	228
MYOM1	215	196	215	206	32	314	17	42	48	33	38	42	209
OR52W1	0	0	0	1	1	0	0	2	0	0	0	0	0
FBXO2	164	152	173	163	48	306	28	33	24	80	43	66	159
FBXO3	346	491	419	342	140	470	128	169	103	184	136	162	494
FBXO4	114	161	161	112	65	179	88	107	71	110	117	102	169
FBXO5	42	75	101	96	49	110	26	39	32	40	48	48	96
FBXO6	83	180	70	107	13	112	11	11	19	13	14	24	78
FBXO7	1638	3005	2057	1819	609	1873	674	691	485	1019	762	827	2050
FBXO8	123	219	186	196	111	231	72	122	82	177	139	110	221
FBXO9	327	521	655	686	656	669	773	818	649	1034	890	764	697
TAL1	36	59	45	74	49	77	25	44	44	13	25	30	55
MYEF2	396	593	794	610	516	711	590	681	379	683	503	447	800
TAL2	0	2	6	3	3	6	0	1	0	3	1	0	3
CCDC85C	264	398	593	590	637	538	790	624	516	1192	982	940	628
CCDC85B	428	266	527	493	347	468	720	517	576	1046	750	636	445
CCDC85A	17	18	17	26	7	17	8	11	13	6	5	1	25
CMSS1	286	301	213	229	96	256	87	91	75	145	121	103	262
SNTB2	313	800	705	700	394	731	296	435	397	592	420	435	682
SNTB1	47	123	78	105	29	96	17	59	88	79	56	64	89
KIAA0408	0	0	1	0	0	0	0	2	0	2	0	1	0
DZANK1	116	223	202	154	47	182	91	65	57	86	89	79	223
CORO1B	150	266	229	264	252	286	250	271	266	408	325	355	215
CORO1C	389	609	633	861	525	1097	267	509	512	402	304	523	701
CORO1A	17	27	16	68	57	62	17	63	38	20	28	64	16
MID2	29	55	121	137	146	139	160	170	149	240	164	135	122
MID1	76	114	284	373	424	371	414	451	323	721	442	410	312
WASF1	1168	2320	1739	1509	385	1409	506	296	229	471	547	461	1858
WASF2	699	2377	2016	1860	1040	2198	956	1096	1069	1363	1178	1200	1941
WASF3	242	682	744	508	119	736	129	127	161	214	204	153	796
YWHAZ	1102	1537	1898	1972	1391	2203	1845	1832	1244	2350	2131	2003	2063
MYCT1	22	28	42	59	57	182	43	95	95	38	53	49	45
SORT1	1433	2672	3635	3301	3117	2759	4048	3187	2546	6616	4219	3812	3998
MIDN	238	510	723	629	360	605	348	1747	613	603	639	496	671
C7orf43	474	960	831	632	292	743	389	347	245	455	443	357	792
C7orf41	275	657	481	474	198	508	119	230	170	136	181	240	567
HECTD2	87	210	257	194	170	287	199	270	143	240	262	156	251
HECTD3	236	450	492	524	486	669	428	516	369	692	645	570	446
HECTD1	1024	1844	2385	1813	869	2054	998	1049	746	1462	1273	1038	2606
HECTD4	433	1535	1436	1102	698	1231	620	729	520	780	744	629	1463
C7orf45	323	555	256	202	1	118	1	2	0	1	4	0	290
LZTFL1	908	1136	915	726	94	894	80	129	90	104	119	124	1076
ADAD1	1305	2718	1022	972	5	754	5	1	1	7	6	4	1124
ADAD2	1457	1665	1307	828	4	1122	11	10	13	3	11	10	1288
NXN	205	224	216	339	93	559	53	101	133	75	74	90	201
FLII	1188	2690	1731	1437	743	1780	589	764	662	872	789	810	1754
RALGAPA1	74	126	160	96	97	157	106	84	63	114	103	94	153
RALGAPA2	258	772	900	709	545	752	718	733	647	1240	903	603	896
FLI1	26	18	41	104	101	175	53	110	115	79	63	92	40
GPR22	0	4	8	3	0	5	3	1	4	2	3	1	6
GPR20	1	1	2	3	2	8	0	4	2	1	1	5	8
GPR21	0	1	1	1	2	5	1	3	1	2	3	0	1
GPR26	6	21	18	17	2	12	1	4	3	5	0	0	19
GPR27	7	18	39	21	17	20	19	21	6	40	20	27	26
GPR25	3	23	1	4	0	5	0	0	0	0	0	1	6
KCNMB1	32	58	43	130	58	133	50	84	162	121	51	75	51
KCNMB3	10	97	96	41	45	42	42	50	40	49	43	40	79
KCNMB2	3	7	2	13	16	6	3	12	1	0	3	5	2
PNCK	73	68	143	155	195	101	237	271	179	271	275	202	145
KCNMB4	90	141	92	164	52	170	92	33	58	89	68	61	88
YWHAG	561	1088	1527	1339	1404	1340	1388	1525	1116	2637	1903	1592	1670
POC5	166	414	275	259	75	290	115	138	76	125	158	118	356
ZNF449	31	72	75	155	119	159	135	171	116	178	169	141	100
SPECC1L	1028	2333	1917	1592	495	2034	325	393	367	496	408	485	2045
EPSTI1	88	137	78	127	47	119	98	135	126	144	116	128	69
NPRL3	293	726	587	499	214	636	215	227	172	315	320	212	542
NPRL2	122	257	187	164	81	169	81	107	97	112	125	116	147
PLXNB2	649	1554	2367	2310	2712	1953	3461	3365	2684	4712	4145	2996	2183
PLXNB3	126	346	816	624	981	418	1450	1490	1148	1490	1225	1224	844
SHCBP1L	2996	4165	2125	1497	6	1966	10	5	1	7	14	7	2301
UQCRHL	100	116	133	121	139	149	142	182	95	241	215	134	142
SIRT3	335	672	573	484	214	549	211	205	242	288	274	318	522
SIRT2	394	735	520	585	294	421	338	361	347	460	407	379	516
SIRT1	639	1056	965	767	445	792	534	523	393	853	578	520	1087
SIRT7	265	372	263	248	71	285	80	99	84	84	98	106	259
SIRT6	84	112	113	117	84	130	98	96	69	132	140	120	81
SIRT5	142	252	269	291	195	399	225	254	208	282	263	258	318
SIRT4	76	91	62	43	13	34	3	9	5	13	13	16	46
USP17L19	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	0	1	0	3	3	1	1	0	4	3	5	5	0
NPIPL3	5	62	59	51	58	51	71	86	73	69	82	85	47
FSD1	122	208	177	160	3	178	1	3	0	2	1	2	136
FSD2	1	10	3	0	1	1	1	0	0	4	1	1	4
PBOV1	0	0	0	0	0	0	1	0	1	1	0	1	0
OR4S1	0	1	0	0	0	0	0	0	0	0	0	0	0
OR4S2	2	0	0	0	0	0	0	0	0	0	1	0	0
CES5A	4	4	24	22	11	35	31	9	4	30	5	21	15
KDM6B	349	1257	1181	954	637	918	630	899	594	981	814	709	1208
SLC20A2	276	647	1013	776	640	600	1138	921	757	1968	1150	982	1087
VAMP3	749	916	1066	1128	1015	1322	1042	1091	766	1503	1263	1221	1163
CC2D2A	59	173	166	151	136	142	194	167	119	255	173	171	160
CC2D2B	97	179	74	66	5	49	1	8	5	6	4	7	99
CHST12	80	149	221	245	245	264	299	266	209	533	373	354	217
PRTG	135	346	298	228	59	224	166	82	61	150	181	90	327
