gene	TS001	TS002	TS003	TS004	TS005	TS007	TS008	TS009	TS010	TS011	TS012
RNASE9	0	0	0	1	0	0	0	2	0	0	0
KRTAP17-1	0	0	0	0	0	0	0	0	0	0	0
CCDC89	552	1217	425	358	34	24	25	21	24	32	30
CCDC83	402	803	187	177	1	0	3	0	2	1	2
CCDC82	492	746	506	472	226	275	247	183	249	252	222
CCDC81	104	288	104	79	4	8	11	7	5	9	6
CCDC80	286	390	186	271	182	70	216	152	126	113	248
CCDC87	209	895	362	284	5	9	2	3	6	11	5
CCDC86	581	1403	811	638	98	100	122	108	234	147	124
CCDC84	31	75	60	106	39	65	87	54	62	64	87
SOD2	272	480	342	339	156	128	211	132	170	179	188
ZNF569	206	346	282	201	88	106	118	69	135	126	95
ZNF568	84	155	145	104	60	49	66	47	72	73	66
ZNF567	106	223	152	169	50	51	66	58	70	48	50
ZNF566	28	65	94	88	106	71	85	66	125	123	116
ZNF565	107	175	107	79	23	26	30	28	33	28	25
ZNF564	59	70	82	83	82	70	88	85	122	109	100
ZNF563	394	566	235	219	67	111	148	90	182	150	81
ZNF562	47	83	147	152	138	130	145	100	189	175	132
ZNF561	76	152	281	266	268	259	346	187	364	277	306
OR5AS1	0	0	0	0	0	0	0	0	0	0	0
ACRBP	3187	7319	3753	2896	24	34	36	31	61	64	42
SOD3	798	1406	2049	1217	1013	3284	2347	1743	3737	2637	2249
OTOL1	0	4	0	0	0	1	0	1	0	0	0
TOMM20	655	853	990	1131	1000	1197	1225	988	1906	1521	1380
TOMM22	542	729	610	452	185	298	267	189	387	338	318
FAM161A	214	547	363	351	91	103	107	115	162	134	79
FAM161B	176	495	344	264	69	58	89	114	106	91	87
STYXL1	348	439	247	257	49	21	41	30	50	75	52
CDY2B	0	0	0	0	0	0	0	0	0	0	0
TOP2B	686	887	1085	903	697	698	736	518	845	885	725
TOP2A	1403	2345	2585	1347	8	10	24	9	4	15	7
SDAD1	471	624	642	509	192	219	261	188	370	321	240
KIAA0368	952	1310	1477	1255	605	641	711	563	960	861	715
FGF9	40	52	43	46	2	2	5	1	5	2	4
FGF8	7	8	6	2	1	0	1	0	0	0	0
FGF1	14	30	16	59	186	103	86	25	25	55	167
OLFML2B	240	434	418	587	486	305	467	649	450	579	449
OLFML2A	43	80	76	201	219	97	314	128	84	107	206
SDC1	56	165	162	141	21	14	10	11	5	24	43
SDC2	277	354	350	529	193	146	248	226	270	290	311
SDC3	73	149	101	237	219	129	200	249	171	152	177
SDC4	657	899	1665	1856	2140	2966	2607	1640	3716	3125	2930
DEFB1	0	0	1	2	0	0	0	0	1	0	0
SGCG	17	38	30	19	0	1	4	0	1	1	2
SGCE	226	229	475	432	453	584	578	337	982	689	654
SGCD	26	56	34	115	90	45	129	135	77	83	112
SGCB	343	499	730	708	1095	1132	1073	752	1681	1379	1008
SGCA	74	102	74	54	2	1	23	16	8	2	7
SGCZ	2	8	2	3	1	2	1	0	0	0	1
SNRNP70	1464	1683	1833	2136	1585	1636	1951	1626	2044	1973	2294
NKD1	93	310	163	92	23	5	30	30	17	26	18
NKD2	95	144	270	177	138	234	297	258	354	311	264
MIXL1	1	2	2	3	0	0	0	0	0	0	0
LRRN4CL	26	27	25	81	45	24	45	70	58	64	90
LEP	9	6	8	10	0	0	2	2	2	0	0
PCDH1	19	76	75	80	78	150	120	89	122	130	122
XYLB	6	15	34	21	13	13	36	29	40	24	22
NUMA1	1345	3702	4467	4097	3650	4092	3997	3531	6156	4794	4357
PCDH7	24	65	39	62	47	31	48	19	21	8	17
C12orf70	7	32	2	3	0	2	0	0	1	0	3
C12orf71	25	36	16	12	3	6	6	2	4	2	4
IDH3B	346	525	447	448	291	371	396	338	528	391	372
C12orf74	0	0	0	0	0	0	0	0	0	0	1
C12orf75	412	767	670	576	278	662	618	341	1119	720	593
IDH3G	163	310	289	348	244	290	310	250	385	320	293
C12orf77	0	0	0	0	0	0	0	0	0	0	0
DGKQ	259	456	415	398	196	121	174	143	209	190	228
C8orf4	27	24	24	157	51	50	231	98	105	171	63
VKORC1L1	90	117	108	107	43	24	46	32	47	49	36
DGKK	2	7	3	3	1	0	1	2	1	2	1
DGKH	75	159	86	68	4	0	0	2	3	3	0
DGKI	6	27	10	9	0	0	4	3	1	1	1
DGKG	7	27	12	16	12	4	15	12	10	9	13
DGKD	948	1902	1656	1464	443	375	450	363	519	454	427
DGKE	266	502	574	435	164	222	284	235	243	268	193
ICK	116	208	327	322	358	403	474	286	692	557	429
ZNF169	13	60	41	30	30	10	25	26	34	24	21
RTEL1	84	80	55	42	22	24	30	35	22	33	25
EMC2	359	444	365	344	128	121	144	107	234	190	138
TXNDC15	306	427	455	489	463	431	519	363	682	532	609
ZNF286A	31	62	49	67	49	36	48	30	63	61	50
TXNDC17	159	132	138	176	72	109	103	62	115	99	123
TXNDC16	105	216	187	295	196	178	186	162	246	224	211
AKR1D1	21	32	11	14	2	2	3	0	2	1	0
TXNDC12	405	606	556	641	467	508	482	334	871	610	598
C1orf95	56	400	101	183	80	85	134	127	125	128	142
C1orf94	362	893	631	364	1	3	0	2	4	1	2
DDX53	138	258	136	116	0	0	1	1	0	4	0
ZNF286B	12	20	9	19	7	6	12	7	7	9	6
ZNF160	321	445	808	699	804	1076	1132	738	1333	1117	971
IQCB1	389	595	594	377	90	89	103	102	135	113	122
ZNF165	557	810	421	348	16	11	18	13	14	15	9
GATS	150	395	456	453	236	346	345	237	421	309	399
AKR1B1	433	416	613	624	462	864	708	546	1072	828	720
CDC42BPB	682	1833	2182	2022	1498	1933	1920	1416	3046	2191	1991
CNDP1	1	6	24	5	1	2	0	1	3	1	1
CNDP2	278	347	572	661	646	861	762	608	1303	1062	902
NPL	74	144	68	86	29	17	44	33	27	37	24
STRBP	940	1691	1173	812	68	99	104	54	124	128	86
LOC149373	0	0	0	1	0	0	1	0	0	0	0
NPB	23	24	23	15	5	3	4	4	2	7	10
GADD45GIP1	453	399	285	254	144	138	139	147	231	233	234
NPY	3	7	1	6	0	0	0	0	0	0	0
ENC1	332	558	1041	1230	1106	1271	2192	1308	2597	1814	1449
NPW	22	19	16	10	1	1	1	1	1	1	0
NPS	0	0	0	0	0	0	0	0	0	0	0
EMCN	15	12	26	74	94	44	98	106	36	49	52
TECTA	26	95	104	60	30	64	43	32	75	57	29
TECTB	0	2	0	1	0	0	0	0	0	0	0
LHX1	0	8	4	4	0	0	0	1	0	0	0
LHX2	33	81	25	35	0	0	0	1	1	1	1
ALDH8A1	4	11	10	15	12	23	17	11	18	15	16
LHX3	2	5	3	2	0	0	0	0	0	0	0
VEGFA	46	124	127	165	140	93	187	157	196	155	120
VEGFC	23	21	32	41	5	1	15	6	11	20	21
VEGFB	169	167	98	280	199	145	167	341	285	215	288
LHX4	53	68	47	35	27	25	22	14	33	23	12
UBE2E2	258	336	394	422	220	272	176	196	436	230	304
LHX5	3	3	0	3	0	0	0	0	0	0	0
LHX6	56	147	102	84	49	26	53	104	52	29	29
EMC9	126	105	89	103	36	70	38	52	57	54	59
FLOT1	870	1195	833	904	401	442	475	441	672	432	593
FLOT2	235	400	282	383	300	239	252	236	336	289	390
EMC3	671	953	599	511	200	275	238	181	418	264	281
EMC1	377	615	827	693	527	825	649	512	1282	1073	896
EMC7	723	887	690	730	421	621	547	405	915	746	602
EMC6	20	54	28	32	12	11	7	9	29	29	27
EMC4	386	597	463	431	312	364	347	256	475	432	365
LOC646862	1	7	3	2	0	0	0	0	0	0	0
SERHL2	4	7	7	8	3	3	2	14	9	11	7
COL2A1	62	215	107	58	3	20	21	31	15	34	16
BSDC1	825	2114	2012	1809	1300	1501	1400	932	2374	1922	1567
DNAH2	165	807	440	337	20	5	2	7	10	6	20
DNAH3	138	540	483	260	3	1	5	6	4	4	3
EGLN1	350	457	686	720	745	761	773	515	1230	880	764
PLA2G10	6	7	3	1	1	0	0	0	1	0	0
C6orf118	100	296	87	78	0	0	0	0	0	1	1
ARID5B	184	356	605	560	681	851	791	531	1374	969	766
ARID5A	109	209	205	206	98	120	185	130	164	137	149
ANKH	57	157	191	269	282	154	224	225	212	126	239
AARS2	77	223	222	205	179	140	200	137	206	210	182
PCDP1	387	1084	515	443	7	28	19	5	37	29	12
FOLH1	6	9	15	4	0	2	1	0	6	1	0
APPBP2	766	1376	1459	1227	990	1068	1094	682	1822	1339	1086
EXOC2	260	615	544	555	203	231	241	225	426	255	224
EXOC3	760	1618	1010	946	721	685	869	454	995	724	600
EXOC1	461	651	597	611	293	355	421	302	538	380	334
HAP1	34	121	50	64	13	7	3	2	2	6	6
EXOC7	505	1152	1344	1389	1357	1589	1669	1272	2076	1849	1642
EXOC4	319	985	656	658	350	411	454	410	788	610	374
EXOC5	934	1557	1448	1034	398	463	440	279	648	554	461
EXOC8	143	204	295	213	225	191	226	151	328	305	208
ANK1	9	54	26	33	9	16	13	14	31	9	19
ANK2	208	596	274	435	179	147	302	253	290	261	266
ANK3	95	154	256	164	298	281	386	167	451	444	296
COTL1	332	457	532	674	346	415	305	207	599	287	453
TSPEAR	45	144	118	81	2	6	5	2	3	8	2
CENPO	204	489	351	283	97	105	127	79	152	165	147
CENPN	157	292	168	174	36	54	57	28	58	77	46
CENPM	94	137	66	43	2	1	1	1	1	1	0
CENPL	120	236	197	130	27	14	36	23	33	24	27
CENPK	100	134	149	101	3	4	1	8	3	7	6
CENPJ	432	774	614	441	69	46	53	46	63	80	59
CENPI	1	7	5	6	4	4	2	3	5	6	5
CENPH	249	347	295	246	18	14	16	10	16	18	15
SIMC1	604	766	510	501	147	185	171	130	269	238	250
CENPF	436	872	797	470	9	13	18	8	12	18	10
CENPE	205	280	284	159	16	27	26	15	13	28	20
RAMP1	23	24	25	38	16	11	24	13	22	8	197
RAMP3	47	48	30	59	47	26	86	90	37	54	74
RAMP2	64	74	76	92	51	33	84	84	35	46	67
CLCF1	14	29	28	42	27	5	40	17	11	14	17
SSH2	325	820	704	493	233	186	213	131	194	258	190
SSH3	21	51	34	107	87	48	70	98	78	93	115
SSH1	170	459	736	748	520	455	567	560	1009	483	487
CENPW	254	235	134	130	14	13	22	15	19	23	30
CENPV	257	251	290	284	259	358	314	225	420	403	359
CENPT	732	1499	978	902	464	469	641	460	519	634	590
CENPQ	78	69	78	67	24	25	31	17	37	34	29
CENPP	33	64	30	18	3	10	13	10	19	15	7
MIF4GD	171	203	160	158	87	83	75	65	88	96	101
MALT1	412	627	538	463	182	153	176	131	211	172	187
DHX38	484	982	923	912	650	854	841	586	1091	991	820
TRIB1	179	218	423	330	382	388	638	313	736	477	443
TRIB2	445	632	875	1418	1492	1250	1505	1188	2202	2197	2059
TRIB3	19	26	34	37	12	30	52	25	33	29	57
DHX30	1502	3477	2210	1739	483	571	599	442	708	696	691
DHX32	554	950	662	647	328	381	389	263	665	553	403
DHX33	128	335	351	323	256	211	214	153	375	309	211
DHX34	524	1358	1147	750	185	195	223	130	212	241	201
DHX35	206	270	296	316	104	113	142	103	160	134	119
DHX36	557	887	905	667	321	485	472	348	785	666	447
DHX37	115	248	244	174	108	136	132	128	182	175	142
CABIN1	485	1555	1390	1058	350	322	367	338	397	452	393
ZNF768	635	990	818	665	423	417	398	322	454	514	494
ZNF765	56	138	126	94	102	68	111	70	97	126	93
ZNF764	114	197	214	157	92	74	91	79	130	107	115
ZNF766	320	679	466	379	94	68	86	84	144	102	99
ZNF761	65	168	245	280	299	177	241	170	188	213	214
ZNF763	55	144	93	93	46	54	43	42	72	45	52
RPP21	14	14	12	16	5	7	9	9	4	9	3
RPP25	60	80	85	72	83	89	108	121	254	161	111
PMCH	1	0	0	2	1	0	0	1	0	0	0
GREB1	183	592	968	1437	1829	1681	1727	1653	2957	1647	1878
KRTAP5-4	1	1	0	0	1	0	0	0	0	1	0
KRTAP5-5	0	1	1	0	0	0	0	0	0	0	0
KRTAP5-6	0	0	1	0	0	0	0	0	1	0	0
KRTAP5-7	25	39	13	16	1	1	2	1	4	0	2
MACC1	5	14	10	15	14	15	20	10	13	21	17
KRTAP5-1	0	0	6	8	10	22	13	9	23	11	12
KRTAP5-2	0	0	0	0	0	0	0	0	1	0	0
KRTAP5-3	0	0	2	1	0	1	0	1	1	1	0
PRR5-ARHGAP8	0	0	0	0	0	0	0	0	0	0	0
KRTAP5-8	6	11	16	16	13	23	17	18	48	20	11
KRTAP5-9	21	46	17	21	5	3	12	9	11	3	2
OR8K5	1	0	1	0	0	0	0	0	0	0	0
MYO9B	781	2067	3918	3045	4499	5002	5767	3694	6604	6023	4429
MYO9A	357	1255	1245	563	209	212	194	145	272	228	132
EZH1	211	559	461	598	641	442	534	589	651	694	710
EZH2	518	875	576	431	14	23	20	15	24	27	20
TEN1	0	0	0	0	0	0	0	0	0	0	0
RAVER1	241	695	648	583	342	390	392	386	725	537	499
RAVER2	58	108	100	126	64	78	79	99	97	118	94
NAA40	288	808	639	625	421	481	431	325	492	603	525
ATAD3C	14	23	25	28	17	7	26	31	23	23	23
ATAD3B	174	272	259	298	175	268	294	245	231	286	264
ATAD3A	185	290	201	219	75	101	97	77	130	103	112
NR4A2	69	250	101	432	28	4	398	132	43	151	15
NR4A3	20	44	62	61	19	6	155	30	40	16	6
NR4A1	260	430	1806	3432	302	411	6547	4300	4024	3425	269
COL20A1	97	182	148	110	2	6	5	1	1	2	1
BOLA1	84	91	95	111	69	71	61	52	99	79	83
BOLA3	57	70	81	72	38	49	49	39	77	48	65
BOLA2	0	0	0	0	0	0	0	0	0	0	0
NDUFB9	998	1131	919	926	630	809	796	569	1361	938	903
NDUFB8	294	301	347	385	296	385	353	261	531	402	393
NDUFB7	452	387	394	358	235	303	258	236	462	394	401
NDUFB6	471	458	378	333	166	231	207	146	373	279	250
NDUFB5	626	531	486	446	313	323	342	224	446	402	379
NDUFB4	416	694	404	475	226	294	257	215	382	361	299
NDUFB3	260	293	174	156	81	85	94	53	134	107	105
NDUFB2	257	242	214	248	165	199	178	121	264	197	236
NDUFB1	121	114	103	102	72	85	97	70	111	105	113
DNAH11	8	47	46	47	120	41	51	27	65	79	82
DNAH12	167	358	213	144	9	18	18	9	19	24	12
STAP2	15	23	13	16	6	5	11	16	5	9	23
STAP1	24	63	18	18	1	1	0	2	1	2	3
ANKRD45	216	403	214	148	14	20	24	9	15	10	10
ANKRD44	40	59	68	91	71	29	59	65	37	61	72
ANKRD46	101	112	209	193	142	138	163	147	244	199	180
ANKRD40	182	417	477	421	355	303	371	304	520	430	412
ANKRD42	356	637	427	332	44	79	88	60	109	89	50
ANKRD49	68	99	89	103	75	83	90	73	105	87	92
TAGAP	28	31	35	86	103	67	183	58	53	126	120
MRRF	204	512	370	322	124	121	130	125	161	151	135
PHB	308	433	544	551	545	666	596	535	1045	793	876
PGGT1B	82	77	132	149	80	96	130	58	157	167	122
ATRAID	761	1179	934	862	500	606	518	380	1064	647	662
FNBP1L	289	578	759	603	499	507	662	444	779	666	453
KANSL3	1092	2629	1565	1615	569	546	631	494	807	680	742
KANSL2	398	492	527	408	283	362	362	267	439	504	373
KANSL1	583	1432	1506	1240	515	486	529	377	645	486	459
RYR1	211	613	410	283	72	86	114	58	91	79	73
RBM34	550	848	431	395	106	143	185	89	164	152	145
CDK5R1	152	406	245	266	28	17	20	13	28	29	33
RBM33	411	993	1351	1347	1420	1496	1659	1142	1703	1685	1258
SENP6	852	1245	1358	1174	845	1132	1249	763	1334	1219	1003
RBM39	767	1005	1415	1444	1274	1241	1439	999	1545	1535	1473
RBM38	672	797	1245	934	845	1036	1071	639	1860	1337	1049
EPHB2	56	108	176	175	201	266	168	131	186	222	174
EPHB3	14	49	29	65	53	4	41	34	23	24	46
TP53INP1	852	1443	1989	1689	1347	1232	1319	901	1810	1287	1171
TP53INP2	554	1711	1314	1193	785	830	929	583	1079	1010	899
ANG	44	49	174	119	130	152	129	143	298	182	179
MELK	150	197	207	197	127	163	193	102	199	148	178
TIE1	29	108	79	136	83	91	164	228	84	80	90
RYR3	39	167	102	91	26	25	36	35	30	39	21
MDFI	65	45	58	90	30	24	19	22	20	42	57
RYR2	69	196	159	123	41	119	124	107	50	43	111
RASIP1	150	255	267	256	113	83	130	195	313	104	142
XAGE3	9	4	3	6	0	0	0	0	0	0	0
ZNF34	65	111	112	123	52	47	59	62	60	52	73
ZNF35	158	322	192	147	62	28	45	32	49	31	26
ZNF32	126	140	134	168	150	122	179	149	177	162	187
ZNF30	55	91	90	69	53	32	74	43	61	63	49
SH3GL1	294	810	548	601	388	424	427	320	510	497	528
SH3GL3	583	1090	502	441	4	5	5	2	6	4	6
SH3GL2	93	208	188	183	103	121	107	128	276	220	192
SLC10A3	65	188	227	298	300	209	239	237	571	303	276
SLC10A2	0	0	1	1	0	0	0	0	1	0	0
SLC10A1	2	4	4	1	0	1	1	2	4	2	1
SLC10A7	30	66	82	56	59	69	64	59	88	70	49
SLC10A6	33	71	16	29	2	2	1	0	0	1	2
SLC10A5	0	1	2	1	2	4	4	2	7	0	3
SLC10A4	10	18	17	9	3	1	3	1	4	0	3
UGGT2	226	284	331	283	226	263	342	208	429	341	218
UGGT1	272	669	628	572	582	700	726	515	1111	680	657
BSPRY	45	71	115	103	105	103	92	74	230	165	130
ITPRIPL2	78	185	174	269	426	203	382	319	338	325	367
ITPRIPL1	256	806	349	270	7	3	6	7	0	5	2
KIAA1751	32	179	114	80	58	51	84	37	63	50	28
KIAA1755	22	72	67	106	45	39	63	83	112	49	90
KRTAP16-1	0	1	1	1	1	0	1	0	0	0	1
GAREML	58	157	125	153	124	140	91	78	199	111	134
GPA33	7	36	28	19	0	1	0	2	0	0	1
DCLRE1B	39	133	145	89	57	53	47	39	82	72	61
DCLRE1C	41	59	48	71	48	46	73	38	50	56	41
DCLRE1A	65	152	200	134	87	71	53	45	113	95	98
CYP4A22	0	0	1	0	0	0	0	0	1	1	0
ZNF804A	1	12	22	18	1	1	4	3	0	0	1
GFPT2	89	239	203	263	82	30	75	108	85	55	86
ZNF804B	0	2	1	1	0	0	1	3	0	0	1
UPP2	2	0	2	4	1	0	2	1	0	0	0
UPP1	57	60	66	78	46	34	99	58	35	50	27
FAM9B	57	36	65	30	0	0	1	0	1	2	3
FAM9C	20	19	36	19	1	1	10	2	4	0	1
FAM9A	32	53	48	41	0	0	0	1	0	0	0
INA	100	198	98	79	2	5	12	3	6	5	0
LYPLA1	585	930	792	718	235	289	337	230	546	388	354
LYPLA2	148	172	212	207	137	194	148	131	317	229	198
MC2R	5	7	6	5	0	0	1	1	2	0	0
CYBRD1	281	409	401	1215	1087	695	1191	1390	1317	1063	1379
SPAG8	293	590	249	229	20	15	15	23	19	27	25
SPAG9	1875	3630	2794	2123	991	996	945	739	1069	1137	891
SPAG6	1546	3142	1901	1452	54	84	56	54	108	129	83
SPAG7	249	317	288	308	268	234	240	201	310	274	315
SPAG4	246	354	201	146	22	42	55	45	79	56	44
SPAG5	1426	2932	1947	1432	109	211	146	71	129	142	96
SPAG1	297	620	354	313	24	20	27	24	24	30	27
CAB39L	508	625	384	447	87	81	99	91	183	125	131
FUT11	194	326	180	201	50	44	46	34	60	47	45
FUT10	96	201	70	71	38	29	43	42	71	51	42
PNLDC1	115	221	154	109	0	1	0	0	1	0	4
DEFB105A	0	0	0	0	0	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0	0	0	0	0	0
HIRIP3	830	1594	1038	687	88	83	94	104	117	152	126
RBPMS2	87	112	110	84	23	6	34	24	15	16	27
DCHS1	167	759	475	447	245	177	305	203	201	162	168
DCHS2	97	301	115	103	3	4	4	4	2	3	10
SF3B14	429	405	335	325	198	228	241	169	324	252	247
NWD1	82	173	60	65	17	2	13	9	6	18	12
TENM3	54	205	167	139	33	25	64	42	74	62	49
TENM2	61	188	101	330	448	287	486	268	294	176	251
TENM1	29	50	58	37	13	1	21	7	14	16	24
TENM4	56	218	134	144	85	40	57	42	74	68	101
GAD1	41	54	80	67	5	22	21	204	274	46	16
GAD2	9	9	17	8	0	0	0	0	0	0	0
MTHFD2L	30	57	39	58	28	37	37	17	29	24	27
ODF3L2	308	517	162	140	2	2	1	3	2	7	3
ODF3L1	157	473	108	106	3	4	6	5	5	7	3
DNHD1	795	2660	2466	1724	186	165	253	143	225	387	241
GOPC	467	752	875	737	660	660	680	402	961	686	560
C18orf54	343	516	410	256	10	7	7	17	8	9	14
C18orf56	25	28	21	13	0	3	3	4	2	1	6
ARHGEF28	37	60	61	118	27	32	25	46	53	78	66
STEAP1	39	46	44	14	3	1	4	4	1	6	1
STEAP3	23	60	50	182	115	263	354	160	435	318	258
STEAP2	29	56	58	76	39	29	30	51	40	43	39
ARHGEF25	65	142	74	321	236	127	253	287	184	171	329
STEAP4	98	156	107	393	339	135	298	253	392	660	778
ARHGEF26	197	363	351	335	52	39	76	44	53	58	57
DSCAM	6	42	24	19	1	1	7	2	2	0	6
UBASH3A	1	4	4	4	3	0	4	1	1	1	3
UBASH3B	59	96	186	116	126	268	325	208	386	241	63
OSMR	50	105	164	224	133	120	210	230	177	193	214
WHAMM	74	191	169	160	76	90	96	78	94	92	91
BIVM	52	53	57	114	69	72	90	64	81	116	140
TDO2	4	3	8	1	4	1	2	2	1	3	1
IL18R1	12	6	10	23	16	9	10	19	7	19	19
TMEM39B	168	239	183	188	87	99	100	114	155	115	135
TMEM39A	202	332	394	349	224	216	286	229	378	301	276
GPAT2	72	108	98	82	5	5	9	10	14	7	12
GABARAP	2866	3456	2561	2184	959	1054	1031	986	1589	1221	1294
C14orf159	203	410	735	754	877	1119	1000	610	1485	1229	1154
MANF	569	529	501	447	219	360	218	187	356	318	273
CHRNA10	15	17	27	17	10	9	7	14	15	15	17
SPTSSA	79	119	177	245	188	222	235	204	346	316	360
SPTSSB	3	0	1	0	0	0	0	1	0	0	0
MLANA	3	8	4	2	2	2	2	1	0	0	1
PRDM4	198	537	472	432	243	215	277	187	386	343	274
PRDM5	78	118	50	52	14	34	28	22	37	33	32
SLC22A6	0	0	0	0	0	2	0	0	0	0	0
PDRG1	688	748	625	553	303	472	311	289	605	517	473
SLC22A1	1	6	3	12	2	6	7	0	3	5	10
PRDM2	410	1029	1266	935	699	687	753	621	1093	845	728
SLC22A3	21	61	31	189	270	85	182	165	125	213	365
SLC22A8	0	0	0	0	1	0	0	1	0	0	0
SLC22A9	3	1	0	0	0	1	0	0	1	1	1
NPDC1	324	324	361	549	480	451	513	485	598	498	595
ADCYAP1	177	273	44	209	8	9	10	5	7	32	51
EVPL	24	45	41	41	27	18	43	32	66	71	44
HIC1	47	125	87	139	177	39	227	194	184	122	166
HIC2	273	845	592	465	165	156	195	160	216	236	210
HFM1	168	357	352	188	80	86	68	33	71	74	59
SERTM1	9	15	9	8	3	0	3	0	5	1	5
RXRG	13	15	9	23	17	9	16	13	6	11	33
RXRA	336	632	791	704	749	594	662	679	888	1086	876
RXRB	232	550	650	684	575	676	718	588	801	870	726
CCNYL1	341	581	527	374	64	53	105	51	74	60	73
WRNIP1	439	688	708	617	329	333	297	235	436	403	353
ABCA6	16	15	17	33	24	11	22	24	26	56	26
ABCA7	69	90	77	94	52	34	74	28	44	31	34
ABCA4	18	51	41	19	2	1	3	2	3	3	9
ABCA5	380	624	572	424	214	94	165	148	131	216	191
ABCA2	243	517	659	951	1072	1171	932	728	1046	1235	1105
ABCA3	356	919	878	778	369	367	237	218	349	361	420
ABCA1	118	145	447	275	239	656	482	217	981	632	362
CIZ1	836	2007	1353	1143	418	339	460	458	570	561	528
NBEAL1	25	71	122	50	24	35	19	22	33	24	13
NBEAL2	89	279	484	468	618	717	782	768	836	687	691
CBLL1	340	774	633	507	185	194	216	160	379	278	229
HARBI1	147	329	176	122	28	32	27	24	39	24	36
RTP4	9	9	5	23	14	16	11	15	9	20	19
RTP2	8	24	3	7	0	0	0	0	0	0	0
RTP3	7	17	11	3	0	0	0	0	0	0	1
RTP1	7	23	14	5	2	0	1	1	0	1	0
CLLU1	0	0	0	0	2	0	1	0	0	1	0
PPP5D1	8	12	17	10	4	4	3	2	3	3	6
SPON2	70	96	47	178	331	133	405	117	188	137	223
SPON1	41	128	82	415	238	113	172	347	330	91	221
SCN8A	68	197	230	190	67	52	36	26	39	29	40
NMUR2	19	32	55	52	252	214	139	78	245	334	251
NMUR1	36	59	44	49	9	11	14	28	29	12	13
ZC4H2	12	19	29	58	57	51	56	57	55	88	68
NCK1	173	268	363	316	140	162	223	155	357	234	225
NCK2	320	772	1014	1037	1078	1273	1163	831	2160	1722	1452
C20orf96	225	578	338	340	137	152	192	178	221	175	236
ZNF264	218	637	608	511	261	187	257	187	370	296	241
ZNF266	386	539	769	468	567	883	831	906	817	821	377
KCNU1	137	386	172	166	1	0	1	1	0	0	1
ZNF260	81	143	155	147	155	115	193	110	194	175	154
ZNF263	295	430	435	443	292	330	417	281	596	483	405
ZNF268	131	235	267	189	131	122	149	171	233	231	142
C17orf47	35	346	133	115	4	13	9	3	10	9	11
TSNAX	335	341	440	455	258	356	359	240	539	409	403
C17orf49	0	0	0	0	0	0	0	0	0	0	0
RPH3A	17	54	23	24	0	0	1	0	0	0	0
VLDLR	183	258	318	319	122	144	104	57	286	145	186
BTF3L4	250	393	435	405	264	344	331	219	495	401	347
ETFA	191	213	377	316	307	415	320	195	532	448	444
FTSJ2	219	331	254	280	138	135	128	121	228	191	196
FTSJ3	368	633	470	426	386	372	418	352	535	537	466
FTSJ1	104	262	210	224	112	186	189	139	288	247	187
DERL1	375	632	679	693	497	503	541	362	747	681	565
DERL2	531	700	489	444	162	175	161	115	205	208	199
DERL3	359	514	296	245	3	4	6	3	7	14	30
PRR25	2	3	2	0	0	5	4	1	2	1	2
PRR24	137	167	133	147	98	103	170	125	135	130	151
PRR22	334	974	472	412	86	118	64	66	87	81	97
PRR21	0	1	2	1	0	0	0	0	0	0	0
NCR3	1	3	5	6	1	0	0	2	0	0	0
FBN3	9	42	31	28	3	15	31	15	42	79	15
IBTK	235	294	488	412	394	422	482	362	608	587	457
HSPBAP1	279	346	147	171	70	54	67	38	81	86	86
ZBTB26	81	231	179	143	89	88	89	78	106	128	61
S100A7A	5	18	7	3	0	0	0	1	0	0	0
ZBTB25	29	74	87	56	68	89	64	52	110	77	58
THEMIS	1	2	1	3	4	1	4	4	0	1	2
ITIH1	8	10	14	9	0	0	0	0	0	1	0
ITIH3	82	116	60	73	7	1	9	10	15	7	7
ITIH2	6	8	8	4	6	2	2	5	8	1	7
NDC80	250	304	169	152	17	6	6	9	16	8	11
ITIH4	30	138	108	122	21	9	38	24	22	69	31
ITIH6	0	1	0	1	0	0	0	0	0	0	0
TNFSF9	37	82	77	40	2	18	252	152	116	17	5
TNFSF8	2	8	2	12	17	7	20	8	7	9	19
TNFSF4	93	126	227	183	174	217	196	155	510	293	223
C6orf52	64	31	48	28	2	2	1	0	2	3	6
GMPPA	86	138	94	124	135	120	155	160	180	181	149
GMPPB	78	149	121	126	59	73	96	68	98	107	93
MAS1	1	1	3	3	1	3	0	0	1	1	0
OIT3	16	20	11	7	0	0	1	1	1	1	1
CEP85L	774	1496	880	809	196	329	319	198	397	472	229
RAD52	44	94	132	116	149	94	114	99	104	97	133
RAD51	285	451	278	219	4	4	3	6	6	4	5
RAD50	408	712	725	560	415	406	376	283	641	534	399
RNF38	966	2602	2274	1928	983	1113	1267	833	1949	1626	1117
RNF39	18	35	46	44	69	86	106	68	107	81	75
RNF34	432	650	592	420	231	246	270	176	316	263	309
RNF32	673	1254	660	555	15	24	22	15	29	26	19
RNF31	366	767	760	618	267	421	437	311	493	451	446
MZF1	129	352	310	331	263	344	282	300	371	303	349
TPPP	54	158	357	122	58	96	60	42	535	93	200
KCTD15	177	347	676	564	634	980	971	727	1004	1066	710
INTS3	658	1253	1865	1552	1315	1399	1602	1386	1708	1777	1367
INTS2	126	289	344	244	192	237	241	166	312	290	169
